Sample	SampleID	Software	Hosttype	Microbiometype	HostGenomeProportion	DataSize	Precision	Recall	Accuracy	F1
765	HumanS60-2-5	Bowtie2	Human	Single	50%	60G	1	0.997709281	0.99885464	0.998853327
766	HumanS60-2-1	Kraken2	Human	Single	50%	60G	0.999985738	0.982386253	0.991186121	0.991107871
767	HumanS60-2-2	Kraken2	Human	Single	50%	60G	0.999985596	0.981335312	0.990660588	0.990572676
768	HumanS60-2-3	Kraken2	Human	Single	50%	60G	0.999985939	0.982318866	0.991152526	0.991073674
769	HumanS60-2-4	Kraken2	Human	Single	50%	60G	0.999985185	0.982280417	0.991132932	0.991053735
770	HumanS60-2-5	Kraken2	Human	Single	50%	60G	0.999985712	0.976919617	0.988452829	0.988318099
771	HumanS60-2-1	KMCP	Human	Single	50%	60G	1	0.789431091	0.894715546	0.882326338
772	HumanS60-2-2	KMCP	Human	Single	50%	60G	1	0.792645894	0.896322947	0.884330694
773	HumanS60-2-3	KMCP	Human	Single	50%	60G	1	0.792120465	0.896060233	0.884003593
774	HumanS60-2-4	KMCP	Human	Single	50%	60G	1	0.799753244	0.899876622	0.88873655
775	HumanS60-2-5	KMCP	Human	Single	50%	60G	1	0.794727942	0.897363971	0.885624972
776	HumanS60-2-1	KrakenUniq	Human	Single	50%	60G	0.999785437	0.999998792	0.999892091	0.999892103
777	HumanS60-2-2	KrakenUniq	Human	Single	50%	60G	0.999782917	0.999998625	0.999890747	0.999890759
778	HumanS60-2-3	KrakenUniq	Human	Single	50%	60G	0.999784937	0.999998937	0.999891914	0.999891926
779	HumanS60-2-4	KrakenUniq	Human	Single	50%	60G	0.999777919	0.999999062	0.999888466	0.999888479
780	HumanS60-2-5	KrakenUniq	Human	Single	50%	60G	0.999785312	0.999998771	0.999892018	0.99989203
781	HumanS60-3-1	Kneaddata	Human	Single	10%	60G	0.997553859	1	0.999754786	0.998775432
782	HumanS60-3-2	Kneaddata	Human	Single	10%	60G	0.997527115	1	0.999752098	0.998762027
783	HumanS60-3-3	Kneaddata	Human	Single	10%	60G	0.997550853	1	0.999754484	0.998773925
784	HumanS60-3-4	Kneaddata	Human	Single	10%	60G	0.997521621	0.999999896	0.999751536	0.998759221
785	HumanS60-3-5	Kneaddata	Human	Single	10%	60G	0.997542767	1	0.999753671	0.998769872
786	HumanS60-3-1	BWA	Human	Single	10%	60G	0.998827755	1	0.999882638	0.999413534
787	HumanS60-3-2	BWA	Human	Single	10%	60G	0.997566609	1	0.999756067	0.998781822
788	HumanS60-3-3	BWA	Human	Single	10%	60G	0.998108022	1	0.999810444	0.999053115
789	HumanS60-3-4	BWA	Human	Single	10%	60G	0.998715737	1	0.999871409	0.999357456
790	HumanS60-3-5	BWA	Human	Single	10%	60G	0.998815544	1	0.999881414	0.999407421
791	HumanS60-3-1	Bowtie2	Human	Single	10%	60G	1	0.997891827	0.999789183	0.998944801
792	HumanS60-3-2	Bowtie2	Human	Single	10%	60G	1	0.9976388	0.99976388	0.998818005
793	HumanS60-3-3	Bowtie2	Human	Single	10%	60G	1	0.997666769	0.999766677	0.998832022
794	HumanS60-3-4	Bowtie2	Human	Single	10%	60G	1	0.997036443	0.999703644	0.998516022
795	HumanS60-3-5	Bowtie2	Human	Single	10%	60G	1	0.99770302	0.999770302	0.99885019
796	HumanS60-3-1	Kraken2	Human	Single	10%	60G	0.999870546	0.995381545	0.999243193	0.997620996
797	HumanS60-3-2	Kraken2	Human	Single	10%	60G	0.999872642	0.994719903	0.999138235	0.997289617
798	HumanS60-3-3	Kraken2	Human	Single	10%	60G	0.99987404	0.995162425	0.99920867	0.997512669
799	HumanS60-3-4	Kraken2	Human	Single	10%	60G	0.999867408	0.995024583	0.999185562	0.997440117
800	HumanS60-3-5	Kraken2	Human	Single	10%	60G	0.999866622	0.99251004	0.998787078	0.996174749
801	HumanS60-3-1	KMCP	Human	Single	10%	60G	1	0.789603408	0.978960341	0.882433956
802	HumanS60-3-2	KMCP	Human	Single	10%	60G	1	0.792423368	0.979242337	0.884192186
803	HumanS60-3-3	KMCP	Human	Single	10%	60G	1	0.792076277	0.979207628	0.883976075
804	HumanS60-3-4	KMCP	Human	Single	10%	60G	1	0.799877706	0.979987771	0.888813393
805	HumanS60-3-5	KMCP	Human	Single	10%	60G	1	0.794713316	0.979471332	0.885615891
806	HumanS60-3-1	KrakenUniq	Human	Single	10%	60G	0.99807035	0.999998646	0.999806527	0.999033568
807	HumanS60-3-2	KrakenUniq	Human	Single	10%	60G	0.998039947	0.999998542	0.999803464	0.999018285
808	HumanS60-3-3	KrakenUniq	Human	Single	10%	60G	0.998060596	0.999998437	0.999805527	0.999028577
809	HumanS60-3-4	KrakenUniq	Human	Single	10%	60G	0.998039325	0.99999875	0.999803423	0.999018077
810	HumanS60-3-5	KrakenUniq	Human	Single	10%	60G	0.998048249	0.999999062	0.99980435	0.999022704
811	HumanM10-1-1	Kneaddata	Human	Multiple	90%	10G	0.999743615	1	0.999769195	0.999871791
812	HumanM10-1-2	Kneaddata	Human	Multiple	90%	10G	0.999970167	1	0.999973149	0.999985083
813	HumanM10-1-3	Kneaddata	Human	Multiple	90%	10G	0.999940336	1	0.999946299	0.999970167
814	HumanM10-1-4	Kneaddata	Human	Multiple	90%	10G	0.999970167	0.999999944	0.999973099	0.999985055
815	HumanM10-1-5	Kneaddata	Human	Multiple	90%	10G	0.999961834	1	0.999965649	0.999980917
816	HumanM10-1-1	BWA	Human	Multiple	90%	10G	0.99975822	1	0.999782345	0.999879095
817	HumanM10-1-2	BWA	Human	Multiple	90%	10G	0.998883057	1	0.998993627	0.999441216
818	HumanM10-1-3	BWA	Human	Multiple	90%	10G	0.997726545	1	0.997949228	0.998861979
819	HumanM10-1-4	BWA	Human	Multiple	90%	10G	0.999930531	1	0.999937474	0.999965264
820	HumanM10-1-5	BWA	Human	Multiple	90%	10G	0.999982222	1	0.999984	0.999991111
821	HumanM10-1-1	Bowtie2	Human	Multiple	90%	10G	0.9998991	0.997887868	0.998008454	0.998892472
822	HumanM10-1-2	Bowtie2	Human	Multiple	90%	10G	0.999999666	0.997637168	0.997873151	0.99881702
823	HumanM10-1-3	Bowtie2	Human	Multiple	90%	10G	0.999987192	0.997655863	0.997878776	0.998820167
824	HumanM10-1-4	Bowtie2	Human	Multiple	90%	10G	0.999999666	0.997032654	0.997329089	0.998513956
825	HumanM10-1-5	Bowtie2	Human	Multiple	90%	10G	0.999999889	0.997695614	0.997925952	0.998846422
826	HumanM10-1-1	Kraken2	Human	Multiple	90%	10G	0.999768211	0.982368539	0.983926705	0.990992006
827	HumanM10-1-2	Kraken2	Human	Multiple	90%	10G	0.999996575	0.981356905	0.983218189	0.990589063
828	HumanM10-1-3	Kraken2	Human	Multiple	90%	10G	0.999969179	0.98235715	0.984094184	0.991084927
829	HumanM10-1-4	Kraken2	Human	Multiple	90%	10G	0.999996663	0.982307871	0.984074134	0.991073345
830	HumanM10-1-5	Kraken2	Human	Multiple	90%	10G	0.999999488	0.976939692	0.979245273	0.988335101
831	HumanM10-1-1	KMCP	Human	Multiple	90%	10G	0.999995566	0.789413157	0.810468691	0.88231341
832	HumanM10-1-2	KMCP	Human	Multiple	90%	10G	1	0.792570785	0.813313706	0.884283947
833	HumanM10-1-3	KMCP	Human	Multiple	90%	10G	0.999999579	0.792124552	0.812911797	0.884005974
834	HumanM10-1-4	KMCP	Human	Multiple	90%	10G	1	0.799872953	0.819885657	0.888810459
835	HumanM10-1-5	KMCP	Human	Multiple	90%	10G	1	0.794674278	0.81520685	0.88559165
836	HumanM10-1-1	KrakenUniq	Human	Multiple	90%	10G	0.999762273	0.999998611	0.999784745	0.999880428
837	HumanM10-1-2	KrakenUniq	Human	Multiple	90%	10G	0.999993278	0.999998722	0.9999928	0.999996
838	HumanM10-1-3	KrakenUniq	Human	Multiple	90%	10G	0.999966111	0.999998611	0.999968249	0.999982361
839	HumanM10-1-4	KrakenUniq	Human	Multiple	90%	10G	0.999996167	0.999998667	0.99999535	0.999997417
840	HumanM10-1-5	KrakenUniq	Human	Multiple	90%	10G	0.999984611	0.999998944	0.9999852	0.999991778
841	HumanM10-2-1	Kneaddata	Human	Multiple	50%	10G	0.997753208	1	0.998874074	0.998875341
842	HumanM10-2-2	Kneaddata	Human	Multiple	50%	10G	0.999729767	1	0.999864847	0.999864865
843	HumanM10-2-3	Kneaddata	Human	Multiple	50%	10G	0.999469869	1	0.999734794	0.999734864
844	HumanM10-2-4	Kneaddata	Human	Multiple	50%	10G	0.999733965	0.9999999	0.999866897	0.999866915
845	HumanM10-2-5	Kneaddata	Human	Multiple	50%	10G	0.999661807	1	0.999830846	0.999830875
846	HumanM10-2-1	BWA	Human	Multiple	50%	10G	0.997876271	1	0.998935876	0.998937007
847	HumanM10-2-2	BWA	Human	Multiple	50%	10G	0.995958855	1	0.997971229	0.997975336
848	HumanM10-2-3	BWA	Human	Multiple	50%	10G	0.982486484	1	0.991087147	0.991165884
849	HumanM10-2-4	BWA	Human	Multiple	50%	10G	0.998375506	1	0.999186431	0.999187093
850	HumanM10-2-5	BWA	Human	Multiple	50%	10G	0.999849519	1	0.999924748	0.999924754
851	HumanM10-2-1	Bowtie2	Human	Multiple	50%	10G	0.999109348	0.997895502	0.998502966	0.998502056
852	HumanM10-2-2	Bowtie2	Human	Multiple	50%	10G	0.999996241	0.997638796	0.998817523	0.998816128
853	HumanM10-2-3	Bowtie2	Human	Multiple	50%	10G	0.999885293	0.997666297	0.998775922	0.998774562
854	HumanM10-2-4	Bowtie2	Human	Multiple	50%	10G	0.999995436	0.997040633	0.998518041	0.998515849
855	HumanM10-2-5	Bowtie2	Human	Multiple	50%	10G	0.999998146	0.997709798	0.998853974	0.998852661
856	HumanM10-2-1	Kraken2	Human	Multiple	50%	10G	0.99797047	0.982390649	0.990196401	0.990119275
857	HumanM10-2-2	Kraken2	Human	Multiple	50%	10G	0.999969482	0.981381075	0.990675562	0.990588083
858	HumanM10-2-3	Kraken2	Human	Multiple	50%	10G	0.999718861	0.982355248	0.991039496	0.990960999
859	HumanM10-2-4	Kraken2	Human	Multiple	50%	10G	0.999965744	0.982303797	0.991135073	0.991056087
860	HumanM10-2-5	Kraken2	Human	Multiple	50%	10G	0.999994012	0.976902623	0.988448387	0.988313457
861	HumanM10-2-1	KMCP	Human	Multiple	50%	10G	0.999969984	0.789583903	0.894780101	0.882410089
862	HumanM10-2-2	KMCP	Human	Multiple	50%	10G	0.999999874	0.792383366	0.896191633	0.884167235
863	HumanM10-2-3	KMCP	Human	Multiple	50%	10G	0.999995707	0.792050259	0.896023429	0.883958195
864	HumanM10-2-4	KMCP	Human	Multiple	50%	10G	0.999999875	0.799876337	0.899938119	0.888812499
865	HumanM10-2-5	KMCP	Human	Multiple	50%	10G	1	0.79472402	0.89736201	0.885622537
866	HumanM10-2-1	KrakenUniq	Human	Multiple	50%	10G	0.997914508	0.9999987	0.998954426	0.998955517
867	HumanM10-2-2	KrakenUniq	Human	Multiple	50%	10G	0.999944502	0.9999986	0.999971549	0.99997155
868	HumanM10-2-3	KrakenUniq	Human	Multiple	50%	10G	0.999690488	0.9999985	0.999844446	0.99984447
869	HumanM10-2-4	KrakenUniq	Human	Multiple	50%	10G	0.999961901	0.9999986	0.99998025	0.99998025
870	HumanM10-2-5	KrakenUniq	Human	Multiple	50%	10G	0.999863215	0.999999	0.999931098	0.999931103
871	HumanM10-3-1	Kneaddata	Human	Multiple	10%	10G	0.980111128	1	0.997970753	0.989955679
872	HumanM10-3-2	Kneaddata	Human	Multiple	10%	10G	0.997574342	1	0.999756844	0.998785698
873	HumanM10-3-3	Kneaddata	Human	Multiple	10%	10G	0.995327824	1	0.999530589	0.997658442
874	HumanM10-3-4	Kneaddata	Human	Multiple	10%	10G	0.997620619	0.9999995	0.999761445	0.998808643
875	HumanM10-3-5	Kneaddata	Human	Multiple	10%	10G	0.99696318	1	0.999695393	0.998479281
876	HumanM10-3-1	BWA	Human	Multiple	10%	10G	0.98113239	1	0.998076956	0.990476351
877	HumanM10-3-2	BWA	Human	Multiple	10%	10G	0.973009554	1	0.997226086	0.986320164
878	HumanM10-3-3	BWA	Human	Multiple	10%	10G	0.861338534	1	0.98390163	0.925504435
879	HumanM10-3-4	BWA	Human	Multiple	10%	10G	0.987074456	1	0.99869052	0.993495189
880	HumanM10-3-5	BWA	Human	Multiple	10%	10G	0.998648049	1	0.999864622	0.999323567
881	HumanM10-3-1	Bowtie2	Human	Multiple	10%	10G	0.991955273	0.997899702	0.998980677	0.994918608
882	HumanM10-3-2	Bowtie2	Human	Multiple	10%	10G	0.999962162	0.997666196	0.999762845	0.99881286
883	HumanM10-3-3	Bowtie2	Human	Multiple	10%	10G	0.998984905	0.997684197	0.999667042	0.998334127
884	HumanM10-3-4	Bowtie2	Human	Multiple	10%	10G	0.999956875	0.997092933	0.999704993	0.998522851
885	HumanM10-3-5	Bowtie2	Human	Multiple	10%	10G	0.99998271	0.997701947	0.99976847	0.998841027
886	HumanM10-3-1	Kraken2	Human	Multiple	10%	10G	0.981935425	0.982320843	0.996424918	0.982128096
887	HumanM10-3-2	Kraken2	Human	Multiple	10%	10G	0.999724372	0.981146816	0.998087631	0.99034848
888	HumanM10-3-3	Kraken2	Human	Multiple	10%	10G	0.997515811	0.982404595	0.997995804	0.989902537
889	HumanM10-3-4	Kraken2	Human	Multiple	10%	10G	0.999685764	0.982254092	0.998194533	0.99089327
890	HumanM10-3-5	Kraken2	Human	Multiple	10%	10G	0.999944213	0.976895719	0.997684122	0.988285602
891	HumanM10-3-1	KMCP	Human	Multiple	10%	10G	0.999715543	0.789017147	0.978879264	0.881957053
892	HumanM10-3-2	KMCP	Human	Multiple	10%	10G	0.999999369	0.79215572	0.979215522	0.8840253
893	HumanM10-3-3	KMCP	Human	Multiple	10%	10G	0.999965921	0.792256722	0.979222972	0.884075118
894	HumanM10-3-4	KMCP	Human	Multiple	10%	10G	0.999999375	0.800147903	0.98001474	0.888979933
895	HumanM10-3-5	KMCP	Human	Multiple	10%	10G	1	0.795241791	0.979524179	0.885943938
896	HumanM10-3-1	KrakenUniq	Human	Multiple	10%	10G	0.98147422	0.9999985	0.998112307	0.990649771
897	HumanM10-3-2	KrakenUniq	Human	Multiple	10%	10G	0.999509729	0.999999	0.999950849	0.999754304
898	HumanM10-3-3	KrakenUniq	Human	Multiple	10%	10G	0.997276373	0.999999	0.999726794	0.998635831
899	HumanM10-3-4	KrakenUniq	Human	Multiple	10%	10G	0.999648115	0.999999	0.999964699	0.999823527
900	HumanM10-3-5	KrakenUniq	Human	Multiple	10%	10G	0.998743549	0.999998	0.999873997	0.999370381
901	HumanM30-1-1	Kneaddata	Human	Multiple	90%	30G	0.999748368	1	0.999773474	0.999874168
902	HumanM30-1-2	Kneaddata	Human	Multiple	90%	30G	0.999970834	1	0.999973749	0.999985417
903	HumanM30-1-3	Kneaddata	Human	Multiple	90%	30G	0.99994146	0.999999931	0.999947249	0.999970695
904	HumanM30-1-4	Kneaddata	Human	Multiple	90%	30G	0.999970417	0.999999931	0.999973312	0.999985173
905	HumanM30-1-5	Kneaddata	Human	Multiple	90%	30G	0.999962153	0.999999977	0.999965916	0.999981065
906	HumanM30-1-1	BWA	Human	Multiple	90%	30G	0.999620089	1	0.99965795	0.999810009
907	HumanM30-1-2	BWA	Human	Multiple	90%	30G	0.999528649	1	0.999575584	0.999764269
908	HumanM30-1-3	BWA	Human	Multiple	90%	30G	0.998092479	1	0.99827995	0.999045329
909	HumanM30-1-4	BWA	Human	Multiple	90%	30G	0.999801088	1	0.999820944	0.999900534
910	HumanM30-1-5	BWA	Human	Multiple	90%	30G	0.99997816	0.999999985	0.999980822	0.999989073
911	HumanM30-1-1	Bowtie2	Human	Multiple	90%	30G	0.999899959	0.997892301	0.998013215	0.998895121
912	HumanM30-1-2	Bowtie2	Human	Multiple	90%	30G	0.999999571	0.997623927	0.997861149	0.998810336
913	HumanM30-1-3	Bowtie2	Human	Multiple	90%	30G	0.999987273	0.997658013	0.997880785	0.998821285
914	HumanM30-1-4	Bowtie2	Human	Multiple	90%	30G	0.999999536	0.997031552	0.99732798	0.998513338
915	HumanM30-1-5	Bowtie2	Human	Multiple	90%	30G	0.999999752	0.997706748	0.997987434	0.998851934
916	HumanM30-1-1	Kraken2	Human	Multiple	90%	30G	0.999773157	0.982387108	0.983947788	0.991003883
917	HumanM30-1-2	Kraken2	Human	Multiple	90%	30G	0.999996473	0.981333392	0.983196938	0.990577034
918	HumanM30-1-3	Kraken2	Human	Multiple	90%	30G	0.999968907	0.982318935	0.984059551	0.991065345
919	HumanM30-1-4	Kraken2	Human	Multiple	90%	30G	0.999996489	0.982287395	0.984055551	0.991062838
920	HumanM30-1-5	Kraken2	Human	Multiple	90%	30G	0.999999196	0.97786548	0.980301984	0.988808492
921	HumanM30-1-1	KMCP	Human	Multiple	90%	30G	0.999996364	0.789426378	0.810481157	0.882321979
922	HumanM30-1-2	KMCP	Human	Multiple	90%	30G	1	0.792610317	0.813349285	0.884308552
923	HumanM30-1-3	KMCP	Human	Multiple	90%	30G	0.999999386	0.792076624	0.812868524	0.883976052
924	HumanM30-1-4	KMCP	Human	Multiple	90%	30G	1	0.799765018	0.819788516	0.888743819
925	HumanM30-1-5	KMCP	Human	Multiple	90%	30G	1	0.632584242	0.669325818	0.774948362
926	HumanM30-1-1	KrakenUniq	Human	Multiple	90%	30G	0.999766484	0.99999875	0.999788662	0.999882604
927	HumanM30-1-2	KrakenUniq	Human	Multiple	90%	30G	0.999993773	0.999998542	0.999993083	0.999996157
928	HumanM30-1-3	KrakenUniq	Human	Multiple	90%	30G	0.999965371	0.999998912	0.999967853	0.999982141
929	HumanM30-1-4	KrakenUniq	Human	Multiple	90%	30G	0.999995949	0.999999074	0.999995521	0.999997512
930	HumanM30-1-5	KrakenUniq	Human	Multiple	90%	30G	0.999984676	0.999993136	0.999980031	0.999988906
931	HumanM30-2-1	Kneaddata	Human	Multiple	50%	30G	0.997763296	1	0.998879141	0.998880396
932	HumanM30-2-2	Kneaddata	Human	Multiple	50%	30G	0.999728109	1	0.999864018	0.999864036
933	HumanM30-2-3	Kneaddata	Human	Multiple	50%	30G	0.999478177	0.999999917	0.999738911	0.999738979
934	HumanM30-2-4	Kneaddata	Human	Multiple	50%	30G	0.999734856	0.999999917	0.999867351	0.999867369
935	HumanM30-2-5	Kneaddata	Human	Multiple	50%	30G	0.999659358	1	0.999829621	0.99982965
936	HumanM30-2-1	BWA	Human	Multiple	50%	30G	0.997877653	1	0.998936569	0.998937699
937	HumanM30-2-2	BWA	Human	Multiple	50%	30G	0.996998322	1	0.998494643	0.998496905
938	HumanM30-2-3	BWA	Human	Multiple	50%	30G	0.981551481	1	0.990602368	0.990689861
939	HumanM30-2-4	BWA	Human	Multiple	50%	30G	0.998007163	1	0.999001592	0.999002588
940	HumanM30-2-5	BWA	Human	Multiple	50%	30G	0.999847978	0.999999979	0.999923967	0.999923973
941	HumanM30-2-1	Bowtie2	Human	Multiple	50%	30G	0.99910608	0.99789066	0.998498914	0.998498
942	HumanM30-2-2	Bowtie2	Human	Multiple	50%	30G	0.999995552	0.997637217	0.99881639	0.998814992
943	HumanM30-2-3	Bowtie2	Human	Multiple	50%	30G	0.999886452	0.997654488	0.998770597	0.998769223
944	HumanM30-2-4	Bowtie2	Human	Multiple	50%	30G	0.999995236	0.997034036	0.998514643	0.998512441
945	HumanM30-2-5	Bowtie2	Human	Multiple	50%	30G	0.999998142	0.997705218	0.998851682	0.998850364
946	HumanM30-2-1	Kraken2	Human	Multiple	50%	30G	0.997966983	0.982375263	0.990187004	0.990109744
947	HumanM30-2-2	Kraken2	Human	Multiple	50%	30G	0.999968963	0.981348135	0.990658838	0.990571048
948	HumanM30-2-3	Kraken2	Human	Multiple	50%	30G	0.999720994	0.982328699	0.991027274	0.990948539
949	HumanM30-2-4	Kraken2	Human	Multiple	50%	30G	0.999964943	0.982307803	0.991136682	0.991057732
950	HumanM30-2-5	Kraken2	Human	Multiple	50%	30G	0.999994071	0.97692568	0.988459944	0.988325285
951	HumanM30-2-1	KMCP	Human	Multiple	50%	30G	0.999968967	0.789483176	0.894729338	0.882346789
952	HumanM30-2-2	KMCP	Human	Multiple	50%	30G	0.999999947	0.792505537	0.896252747	0.884243314
953	HumanM30-2-3	KMCP	Human	Multiple	50%	30G	0.999996265	0.792118444	0.896057743	0.884000875
954	HumanM30-2-4	KMCP	Human	Multiple	50%	30G	0.999999896	0.799838371	0.899919144	0.888789068
955	HumanM30-2-5	KMCP	Human	Multiple	50%	30G	0.999999948	0.794735546	0.897367752	0.885629673
956	HumanM30-2-1	KrakenUniq	Human	Multiple	50%	30G	0.997916715	0.999998625	0.998955497	0.998956585
957	HumanM30-2-2	KrakenUniq	Human	Multiple	50%	30G	0.999945835	0.999998708	0.99997227	0.999972271
958	HumanM30-2-3	KrakenUniq	Human	Multiple	50%	30G	0.99969417	0.999998792	0.999846434	0.999846457
959	HumanM30-2-4	KrakenUniq	Human	Multiple	50%	30G	0.999960876	0.999998833	0.999979854	0.999979854
960	HumanM30-2-5	KrakenUniq	Human	Multiple	50%	30G	0.999859891	0.999998792	0.999929332	0.999929337
961	HumanM30-3-1	Kneaddata	Human	Multiple	10%	30G	0.980195913	1	0.997979579	0.989998925
962	HumanM30-3-2	Kneaddata	Human	Multiple	10%	30G	0.997564225	1	0.999755828	0.998780627
963	HumanM30-3-3	Kneaddata	Human	Multiple	10%	30G	0.995311767	1	0.999528968	0.997650376
964	HumanM30-3-4	Kneaddata	Human	Multiple	10%	30G	0.997623108	0.999999792	0.999761724	0.998810036
965	HumanM30-3-5	Kneaddata	Human	Multiple	10%	30G	0.996962932	1	0.999695368	0.998479157
966	HumanM30-3-1	BWA	Human	Multiple	10%	30G	0.98119236	1	0.998083185	0.990506909
967	HumanM30-3-2	BWA	Human	Multiple	10%	30G	0.979026528	1	0.997857722	0.989402127
968	HumanM30-3-3	BWA	Human	Multiple	10%	30G	0.859129127	1	0.983603062	0.924227494
969	HumanM30-3-4	BWA	Human	Multiple	10%	30G	0.981629307	1	0.998128551	0.990729501
970	HumanM30-3-5	BWA	Human	Multiple	10%	30G	0.998651685	1	0.999864986	0.999325388
971	HumanM30-3-1	Bowtie2	Human	Multiple	10%	30G	0.991996758	0.997892764	0.998984195	0.994936026
972	HumanM30-3-2	Bowtie2	Human	Multiple	10%	30G	0.999957713	0.997631717	0.999758953	0.998793361
973	HumanM30-3-3	Bowtie2	Human	Multiple	10%	30G	0.998980315	0.997678801	0.999666044	0.998329134
974	HumanM30-3-4	Bowtie2	Human	Multiple	10%	30G	0.99995727	0.997043161	0.999700056	0.99849809
975	HumanM30-3-5	Bowtie2	Human	Multiple	10%	30G	0.999983921	0.997697864	0.999768182	0.998839585
976	HumanM30-3-1	Kraken2	Human	Multiple	10%	30G	0.981974061	0.982336991	0.996430439	0.982155493
977	HumanM30-3-2	Kraken2	Human	Multiple	10%	30G	0.999721647	0.981343218	0.998106998	0.990447184
978	HumanM30-3-3	Kraken2	Human	Multiple	10%	30G	0.997503059	0.982393347	0.997993423	0.989890547
979	HumanM30-3-4	Kraken2	Human	Multiple	10%	30G	0.999687685	0.982296573	0.998198969	0.990915829
980	HumanM30-3-5	Kraken2	Human	Multiple	10%	30G	0.9999453	0.976882074	0.997682864	0.98827915
981	HumanM30-3-1	KMCP	Human	Multiple	10%	30G	0.99972085	0.789397465	0.978917704	0.882196665
982	HumanM30-3-2	KMCP	Human	Multiple	10%	30G	0.999999474	0.792319407	0.979231899	0.88412726
983	HumanM30-3-3	KMCP	Human	Multiple	10%	30G	0.999966858	0.792033359	0.979200711	0.883936399
984	HumanM30-3-4	KMCP	Human	Multiple	10%	30G	0.999998958	0.80006021	0.980005938	0.888925643
985	HumanM30-3-5	KMCP	Human	Multiple	10%	30G	0.999999738	0.794714462	0.979471425	0.8856165
986	HumanM30-3-1	KrakenUniq	Human	Multiple	10%	30G	0.98153905	0.999998542	0.99811904	0.990682814
987	HumanM30-3-2	KrakenUniq	Human	Multiple	10%	30G	0.999516264	0.999998958	0.999951499	0.999757553
988	HumanM30-3-3	KrakenUniq	Human	Multiple	10%	30G	0.997258924	0.999998125	0.999724952	0.998626646
989	HumanM30-3-4	KrakenUniq	Human	Multiple	10%	30G	0.999651571	0.999998125	0.999964958	0.999824818
990	HumanM30-3-5	KrakenUniq	Human	Multiple	10%	30G	0.998764207	0.999998542	0.999876122	0.999380993
991	HumanM60-1-1	Kneaddata	Human	Multiple	90%	60G	0.99974964	1	0.99977462	0.999874804
992	HumanM60-1-2	Kneaddata	Human	Multiple	90%	60G	0.999969341	1	0.999972462	0.99998467
993	HumanM60-1-3	Kneaddata	Human	Multiple	90%	60G	0.99994131	0.999999942	0.999947124	0.999970625
994	HumanM60-1-4	Kneaddata	Human	Multiple	90%	60G	0.999970301	0.999999942	0.999973218	0.999985121
995	HumanM60-1-5	Kneaddata	Human	Multiple	90%	60G	0.999961217	0.999999976	0.9999652	0.999980596
996	HumanM60-1-1	BWA	Human	Multiple	90%	60G	0.999689887	1	0.999720811	0.999844919
997	HumanM60-1-2	BWA	Human	Multiple	90%	60G	0.999521424	1	0.999569952	0.999760655
998	HumanM60-1-3	BWA	Human	Multiple	90%	60G	0.998095287	1	0.998282487	0.999046736
999	HumanM60-1-4	BWA	Human	Multiple	90%	60G	0.999812074	1	0.999830835	0.999906028
1000	HumanM60-1-5	BWA	Human	Multiple	90%	60G	0.999982726	0.999999988	0.999984499	0.999991357
1001	HumanM60-1-1	Bowtie2	Human	Multiple	90%	60G	0.999900811	0.997893117	0.998014715	0.998895955
1002	HumanM60-1-2	Bowtie2	Human	Multiple	90%	60G	0.999999586	0.997624599	0.997866119	0.99881068
1003	HumanM60-1-3	Bowtie2	Human	Multiple	90%	60G	0.999987273	0.997654101	0.997877264	0.998819325
1004	HumanM60-1-4	Bowtie2	Human	Multiple	90%	60G	0.999999489	0.997032253	0.997328569	0.998513667
1005	HumanM60-1-5	Bowtie2	Human	Multiple	90%	60G	0.999999777	0.997710121	0.997946466	0.998853637
1006	HumanM60-1-1	Kraken2	Human	Multiple	90%	60G	0.99961589	0.970468886	0.974794259	0.984826776
1007	HumanM60-1-2	Kraken2	Human	Multiple	90%	60G	0.99999428	0.969346998	0.974152052	0.98443217
1008	HumanM60-1-3	Kraken2	Human	Multiple	90%	60G	0.99994694	0.970343083	0.97495733	0.98492261
1009	HumanM60-1-4	Kraken2	Human	Multiple	90%	60G	0.99999356	0.970310698	0.974967853	0.984928541
1010	HumanM60-1-5	Kraken2	Human	Multiple	90%	60G	0.99999884	0.962929863	0.968713034	0.981114337
1011	HumanM60-1-1	KMCP	Human	Multiple	90%	60G	0.999996686	0.789426471	0.810481469	0.882322163
1012	HumanM60-1-2	KMCP	Human	Multiple	90%	60G	0.999999985	0.792675609	0.813787812	0.884349182
1013	HumanM60-1-3	KMCP	Human	Multiple	90%	60G	0.999999503	0.79211387	0.812902129	0.883999292
1014	HumanM60-1-4	KMCP	Human	Multiple	90%	60G	0.999999986	0.799693963	0.819724556	0.888699939
1015	HumanM60-1-5	KMCP	Human	Multiple	90%	60G	1	0.794785188	0.815983888	0.885660516
1016	HumanM60-1-1	KrakenUniq	Human	Multiple	90%	60G	0.999767595	0.99999875	0.999789662	0.999883159
1017	HumanM60-1-2	KrakenUniq	Human	Multiple	90%	60G	0.999993693	0.999998642	0.999993116	0.999996168
1018	HumanM60-1-3	KrakenUniq	Human	Multiple	90%	60G	0.999965614	0.999998854	0.99996802	0.999982234
1019	HumanM60-1-4	KrakenUniq	Human	Multiple	90%	60G	0.999995706	0.999999062	0.999995292	0.999997384
