SampleID	Software	Hosttype	Microbiometype	HostGenomeProportion	DataSize	Gigabytes	Times
HumanM60-1-2	KMCP	Human	Multiple	90%	60G	24.48	494.2123
HumanM60-1-3	KMCP	Human	Multiple	90%	60G	24.57	482.6460833
HumanM60-1-4	KMCP	Human	Multiple	90%	60G	24.74	446.6171167
HumanM60-1-5	KMCP	Human	Multiple	90%	60G	24.8	430.00715
HumanM60-2-1	KMCP	Human	Multiple	50%	60G	26.96	241.8149333
HumanM60-2-2	KMCP	Human	Multiple	50%	60G	27.29	241.4337667
HumanM60-2-3	KMCP	Human	Multiple	50%	60G	27.27	242.95785
HumanM60-2-4	KMCP	Human	Multiple	50%	60G	27.84	242.3529333
HumanM60-2-5	KMCP	Human	Multiple	50%	60G	27.27	243.6375333
HumanM60-3-1	KMCP	Human	Multiple	10%	60G	24.6	483.4771167
HumanM60-3-2	KMCP	Human	Multiple	10%	60G	25.2	367.2423333
HumanM60-3-3	KMCP	Human	Multiple	10%	60G	25.24	366.81145
HumanM60-3-4	KMCP	Human	Multiple	10%	60G	25.88	346.0899167
HumanM60-3-5	KMCP	Human	Multiple	10%	60G	25.71	321.3118
HumanM60-1-1	KrakenUniq	Human	Multiple	90%	60G	33.43	153.6220833
HumanM60-1-2	KrakenUniq	Human	Multiple	90%	60G	33.7	133.9634333
HumanM60-1-3	KrakenUniq	Human	Multiple	90%	60G	33.81	135.0440833
HumanM60-1-4	KrakenUniq	Human	Multiple	90%	60G	33.8	140.9416
HumanM60-1-5	KrakenUniq	Human	Multiple	90%	60G	33.83	133.4898333
HumanM60-2-1	KrakenUniq	Human	Multiple	50%	60G	33.62	124.6470833
HumanM60-2-2	KrakenUniq	Human	Multiple	50%	60G	33.72	119.0067667
HumanM60-2-3	KrakenUniq	Human	Multiple	50%	60G	33.83	122.0063
HumanM60-2-4	KrakenUniq	Human	Multiple	50%	60G	33.68	128.3446833
HumanM60-2-5	KrakenUniq	Human	Multiple	50%	60G	33.69	115.7489833
HumanM60-3-1	KrakenUniq	Human	Multiple	10%	60G	33.57	115.1120167
HumanM60-3-2	KrakenUniq	Human	Multiple	10%	60G	33.69	95.68736667
HumanM60-3-3	KrakenUniq	Human	Multiple	10%	60G	33.76	94.71485
HumanM60-3-4	KrakenUniq	Human	Multiple	10%	60G	33.67	108.7951333
HumanM60-3-5	KrakenUniq	Human	Multiple	10%	60G	33.75	93.93543333
