SampleID	Software	Hosttype	Microbiometype	HostGenomeProportion	DataSize	num_seqs-host	num_seqs-microbiome	num_seqs-total	TP	FP	FN	TN	IndexingMemory	IndexingTime	RunningMemory	RunningTime	Precision	Recall	Accuracy	F1
RiceM10-3-1	Kneaddata	Rice	Multiple	10%	10G	3999908	35999172	39999080	3999908	102820	0	35896352	0.920263672	18.94386667	6.48	81.183	0.974938626	1	0.997429441	0.987310302
RiceM10-3-2	Kneaddata	Rice	Multiple	10%	10G	3999908	35999172	39999080	3999908	212566	0	35786606	0.920263672	18.94386667	6.5	78.69693333	0.949538917	1	0.994685728	0.974116401
RiceM10-3-3	Kneaddata	Rice	Multiple	10%	10G	3999908	35999172	39999080	3999908	75656	0	35923516	0.920263672	18.94386667	6.48	79.44423333	0.98143668	1	0.998108556	0.990631384
RiceM10-3-4	Kneaddata	Rice	Multiple	10%	10G	3999908	35999172	39999080	3999908	65346	0	35933826	0.920263672	18.94386667	6.48	79.05721667	0.983925728	1	0.998366312	0.991897745
RiceM10-3-5	Kneaddata	Rice	Multiple	10%	10G	3999908	35999172	39999080	3999908	135160	0	35864012	0.920263672	18.94386667	6.49	77.74306667	0.967313718	1	0.996620922	0.983385323
RiceM30-2-1	Kneaddata	Rice	Multiple	50%	30G	47998900	47998900	95997800	47998900	137172	0	47861728	0.920263672	18.94386667	16.3	501.15945	0.997150328	1	0.998571092	0.998573131
RiceM30-2-2	Kneaddata	Rice	Multiple	50%	30G	47998900	47998900	95997800	47998900	283040	0	47715860	0.920263672	18.94386667	16.22	502.5046	0.994137767	1	0.997051599	0.997060267
RiceM30-2-3	Kneaddata	Rice	Multiple	50%	30G	47998900	47998900	95997800	47998900	100734	0	47898166	0.920263672	18.94386667	16.19	506.6755	0.997905722	1	0.998950663	0.998951763
RiceM30-2-4	Kneaddata	Rice	Multiple	50%	30G	47998900	47998900	95997800	47998900	87430	0	47911470	0.920263672	18.94386667	16.29	500.0371167	0.998181812	1	0.99908925	0.999090079
RiceM30-2-5	Kneaddata	Rice	Multiple	50%	30G	47998900	47998900	95997800	47998900	179824	0	47819076	0.920263672	18.94386667	16.2	493.2186667	0.996267564	1	0.99812679	0.998130293
RiceM60-2-1	Kneaddata	Rice	Multiple	50%	60G	95997800	95997800	191995600	95997800	273828	0	95723972	0.920263672	18.94386667	32.48	969.3204	0.997155673	1	0.99857378	0.998575811
RiceM60-2-2	Kneaddata	Rice	Multiple	50%	60G	95997800	95997800	191995600	95997800	562994	0	95434806	0.920263672	18.94386667	32.52	982.4771167	0.994169538	1	0.997067672	0.997076246
RiceM60-2-3	Kneaddata	Rice	Multiple	50%	60G	95997800	95997800	191995600	95997800	201400	0	95796400	0.920263672	18.94386667	32.74	974.3351833	0.997906427	1	0.998951018	0.998952117
RiceM60-2-4	Kneaddata	Rice	Multiple	50%	60G	95997800	95997800	191995600	95997800	175986	0	95821814	0.920263672	18.94386667	32.47	974.1028333	0.998170125	1	0.999083385	0.999084225
RiceM60-2-5	Kneaddata	Rice	Multiple	50%	60G	95997800	95997800	191995600	95997800	358890	0	95638910	0.920263672	18.94386667	32.72	981.3344667	0.996275401	1	0.998130738	0.998134226
RiceM10-2-1	Kneaddata	Rice	Multiple	50%	10G	19999544	19999544	39999088	19999544	56896	0	19942648	0.920263672	18.94386667	6.28	281.6902	0.997163205	1	0.998577568	0.998579588
RiceM10-2-2	Kneaddata	Rice	Multiple	50%	10G	19999544	19999544	39999088	19999544	118400	0	19881144	0.920263672	18.94386667	6.29	286.16775	0.994114707	1	0.997039933	0.997048669
RiceM10-2-3	Kneaddata	Rice	Multiple	50%	10G	19999544	19885254	39884798	19999544	42248	0	19957296	0.920263672	18.94386667	6.28	281.3608833	0.997892005	1	0.998943776	0.99894489
RiceM10-2-4	Kneaddata	Rice	Multiple	50%	10G	19999544	19999544	39999088	19999544	36414	0	19963130	0.920263672	18.94386667	6.28	284.4828833	0.998182568	1	0.999089629	0.999090457
RiceM10-2-5	Kneaddata	Rice	Multiple	50%	10G	19999544	19999544	39999088	19999544	74656	0	19924888	0.920263672	18.94386667	6.28	278.4560167	0.996280997	1	0.998133557	0.998137035
RiceM30-1-1	Kneaddata	Rice	Multiple	90%	30G	86398020	9599780	95997800	86398020	27384	0	9572396	0.920263672	18.94386667	15.09	859.8024333	0.999683149	1	0.999714743	0.999841549
RiceM30-1-2	Kneaddata	Rice	Multiple	90%	30G	86398020	9599780	95997800	86398020	56492	0	9543288	0.920263672	18.94386667	15.1	826.4299833	0.99934657	1	0.999411528	0.999673178
RiceM30-1-3	Kneaddata	Rice	Multiple	90%	30G	86398020	9599780	95997800	86398020	20302	0	9579478	0.920263672	18.94386667	15.09	854.1703	0.999765073	1	0.999788516	0.999882523
RiceM30-1-4	Kneaddata	Rice	Multiple	90%	30G	86398020	9599780	95997800	86398020	17516	0	9582264	0.920263672	18.94386667	15.09	835.1660833	0.999797305	1	0.999817537	0.999898642
RiceM30-1-5	Kneaddata	Rice	Multiple	90%	30G	86398020	9599780	95997800	86398020	35930	0	9563850	0.920263672	18.94386667	15.09	866.5630667	0.999584307	1	0.999625721	0.99979211
RiceM60-1-1	Kneaddata	Rice	Multiple	90%	60G	172796040	19199560	191995600	172796040	54684	0	19144876	0.920263672	18.94386667	30.27	1646.13435	0.999683635	1	0.999715181	0.999841792
RiceM60-1-2	Kneaddata	Rice	Multiple	90%	60G	172796040	19199560	191995600	172796040	113688	0	19085872	0.920263672	18.94386667	30.28	1706.221983	0.999342501	1	0.999407861	0.999671142
RiceM60-1-3	Kneaddata	Rice	Multiple	90%	60G	172796040	19199560	191995600	172796040	40596	0	19158964	0.920263672	18.94386667	30.27	1690.39	0.999765119	1	0.999788558	0.999882546
RiceM60-1-4	Kneaddata	Rice	Multiple	90%	60G	172796040	19199560	191995600	172796040	34878	0	19164682	0.920263672	18.94386667	30.27	1662.044633	0.999798196	1	0.99981834	0.999899088
RiceM60-1-5	Kneaddata	Rice	Multiple	90%	60G	172796040	19199560	191995600	172796040	71688	0	19127872	0.920263672	18.94386667	30.27	1640.283983	0.999585301	1	0.999626616	0.999792608
RiceM10-1-1	Kneaddata	Rice	Multiple	90%	10G	35999172	3999908	19999540	35999172	11420	0	3988488	0.920263672	18.94386667	6.36	367.2485333	0.999682871	1	0.999714493	0.99984141
RiceM10-1-2	Kneaddata	Rice	Multiple	90%	10G	35999172	3999908	19999540	35999172	23450	0	3976458	0.920263672	18.94386667	6.36	363.6475	0.99934902	1	0.999413737	0.999674404
RiceM10-1-3	Kneaddata	Rice	Multiple	90%	10G	35999172	3999908	19999540	35999172	8454	0	3991454	0.920263672	18.94386667	6.36	356.5056833	0.999765216	1	0.999788645	0.999882594
RiceM10-1-4	Kneaddata	Rice	Multiple	90%	10G	35999172	3999908	19999540	35999172	7238	0	3992670	0.920263672	18.94386667	6.36	374.8211833	0.99979898	1	0.999819046	0.99989948
RiceM10-1-5	Kneaddata	Rice	Multiple	90%	10G	35999172	3999908	19999540	35999172	14888	0	3985020	0.920263672	18.94386667	6.36	371.6665	0.999586606	1	0.999627791	0.99979326
RiceS30-3-1	Kneaddata	Rice	Single	10%	30G	9599780	86398020	95997800	9599780	177184	0	86220836	0.920263672	18.94386667	15.18	169.6266667	0.981877401	1	0.998154291	0.990855842
RiceS30-3-2	Kneaddata	Rice	Single	10%	30G	9599780	86398020	95997800	9599780	177632	0	86220388	0.920263672	18.94386667	15.18	169.6169167	0.981832411	1	0.998149624	0.990832934
RiceS30-3-3	Kneaddata	Rice	Single	10%	30G	9599780	86398020	95997800	9599780	177798	0	86220222	0.920263672	18.94386667	15.18	169.9146333	0.981815742	1	0.998147895	0.990824446
RiceS30-3-4	Kneaddata	Rice	Single	10%	30G	9599780	86398020	95997800	9599780	177916	0	86220104	0.920263672	18.94386667	15.18	169.6298667	0.981803893	1	0.998146666	0.990818412
RiceS30-3-5	Kneaddata	Rice	Single	10%	30G	9599780	86398020	95997800	9599780	177880	0	86220140	0.920263672	18.94386667	15.18	169.6735667	0.981807508	1	0.998147041	0.990820253
RiceS60-3-1	Kneaddata	Rice	Single	10%	60G	19199560	172796040	191995600	19199560	354556	0	172441484	0.920263672	18.94386667	30.3	409.1919667	0.981867961	1	0.998153312	0.990851036
RiceS60-3-2	Kneaddata	Rice	Single	10%	60G	19199560	172796040	191995600	19199560	355376	0	172440664	0.920263672	18.94386667	30.3	477.9506167	0.981826788	1	0.998149041	0.99083007
RiceS60-3-3	Kneaddata	Rice	Single	10%	60G	19199560	172796040	191995600	19199560	355028	0	172441012	0.920263672	18.94386667	30.3	498.93245	0.981844261	1	0.998150853	0.990838968
RiceS60-3-4	Kneaddata	Rice	Single	10%	60G	19199560	172796040	191995600	19199560	355210	0	172440830	0.920263672	18.94386667	30.3	497.5625	0.981835123	1	0.998149906	0.990834315
RiceS60-3-5	Kneaddata	Rice	Single	10%	60G	19199560	172796040	191995600	19199560	355274	0	172440766	0.920263672	18.94386667	30.3	484.1424	0.981831909	1	0.998149572	0.990832678
RiceS10-3-1	Kneaddata	Rice	Single	10%	10G	3999908	35999172	39999080	3999908	73482	0	35925690	0.920263672	18.94386667	6.48	72.6102	0.98196048	1	0.998162908	0.990898143
RiceS10-3-2	Kneaddata	Rice	Single	10%	10G	3999908	35999172	39999080	3999908	73834	0	35925338	0.920263672	18.94386667	6.48	72.23508333	0.981875632	1	0.998154108	0.990854942
RiceS10-3-3	Kneaddata	Rice	Single	10%	10G	3999908	35999172	39999080	3999908	73724	0	35925448	0.920263672	18.94386667	6.48	72.18831667	0.981902145	1	0.998156858	0.990868442
RiceS10-3-4	Kneaddata	Rice	Single	10%	10G	3999908	35999172	39999080	3999908	74184	0	35924988	0.920263672	18.94386667	6.48	72.22411667	0.98179128	1	0.998145357	0.990811989
RiceS10-3-5	Kneaddata	Rice	Single	10%	10G	3999908	35999172	39999080	3999908	74562	0	35924610	0.920263672	18.94386667	6.48	72.52773333	0.981700197	1	0.998135907	0.990765604
RiceS30-2-1	Kneaddata	Rice	Single	50%	30G	47998900	47998900	95997800	47998900	97996	0	47900904	0.920263672	18.94386667	16.32	564.7113	0.99796253	1	0.998979185	0.998980226
RiceS30-2-2	Kneaddata	Rice	Single	50%	30G	47998900	47998900	95997800	47998900	98516	0	47900384	0.920263672	18.94386667	16.19	537.9909667	0.99795174	1	0.998973768	0.99897482
RiceS30-2-3	Kneaddata	Rice	Single	50%	30G	47998900	47998900	95997800	47998900	98356	0	47900544	0.920263672	18.94386667	16.32	515.441	0.99795506	1	0.998975435	0.998976484
RiceS30-2-4	Kneaddata	Rice	Single	50%	30G	47998900	47998900	95997800	47998900	98926	0	47899974	0.920263672	18.94386667	16.32	511.3117667	0.997943233	1	0.998969497	0.998970558
RiceS30-2-5	Kneaddata	Rice	Single	50%	30G	47998900	47998900	95997800	47998900	99090	0	47899810	0.920263672	18.94386667	16.19	500.9322333	0.997939831	1	0.998967789	0.998968853
RiceS60-2-1	Kneaddata	Rice	Single	50%	60G	95997800	95997800	191995600	95997800	196822	0	95800978	0.920263672	18.94386667	32.73	1268.199917	0.997953919	1	0.998974862	0.998975912
RiceS60-2-2	Kneaddata	Rice	Single	50%	60G	95997800	95997800	191995600	95997800	197452	0	95800348	0.920263672	18.94386667	32.73	1371.053033	0.997947383	1	0.998971581	0.998972637
RiceS60-2-3	Kneaddata	Rice	Single	50%	60G	95997800	95997800	191995600	95997800	197274	0	95800526	0.920263672	18.94386667	32.73	1102.700683	0.99794923	1	0.998972508	0.998973562
RiceS60-2-4	Kneaddata	Rice	Single	50%	60G	95997800	95997800	191995600	95997800	197912	0	95799888	0.920263672	18.94386667	32.74	999.97375	0.997942611	1	0.998969185	0.998970246
RiceS60-2-5	Kneaddata	Rice	Single	50%	60G	95997800	95997800	191995600	95997800	197424	0	95800376	0.920263672	18.94386667	32.56	996.5451333	0.997947674	1	0.998971726	0.998972783
RiceS10-2-1	Kneaddata	Rice	Single	50%	10G	19999544	19999544	39999088	19999544	40906	0	19958638	0.920263672	18.94386667	6.28	271.6625333	0.997958828	1	0.998977327	0.998978371
RiceS10-2-2	Kneaddata	Rice	Single	50%	10G	19999544	19999544	39999088	19999544	40936	0	19958608	0.920263672	18.94386667	6.28	271.2956667	0.997957334	1	0.998976577	0.998977623
RiceS10-2-3	Kneaddata	Rice	Single	50%	10G	19999544	19999544	39999088	19999544	40682	0	19958862	0.920263672	18.94386667	6.28	273.5488	0.997969983	1	0.998982927	0.99898396
RiceS10-2-4	Kneaddata	Rice	Single	50%	10G	19999544	19999544	39999088	19999544	40796	0	19958748	0.920263672	18.94386667	6.28	273.9113833	0.997964306	1	0.998980077	0.998981116
RiceS10-2-5	Kneaddata	Rice	Single	50%	10G	19999544	19999544	39999088	19999544	41326	0	19958218	0.920263672	18.94386667	6.28	287.82785	0.997937914	1	0.998966826	0.998967893
RiceS30-1-1	Kneaddata	Rice	Single	90%	30G	86398020	9599780	95997800	86398020	19408	0	9580372	0.920263672	18.94386667	15.09	917.9408333	0.999775416	1	0.999797829	0.999887695
RiceS30-1-2	Kneaddata	Rice	Single	90%	30G	86398020	9599780	95997800	86398020	19852	0	9579928	0.920263672	18.94386667	15.09	873.6557667	0.999770279	1	0.999793204	0.999885126
RiceS30-1-3	Kneaddata	Rice	Single	90%	30G	86398020	9599780	95997800	86398020	19706	0	9580074	0.920263672	18.94386667	15.09	871.1562333	0.999771968	1	0.999794724	0.999885971
RiceS30-1-4	Kneaddata	Rice	Single	90%	30G	86398020	9599780	95997800	86398020	19982	0	9579798	0.920263672	18.94386667	15.09	922.4200333	0.999768775	1	0.999791849	0.999884374
RiceS30-1-5	Kneaddata	Rice	Single	90%	30G	86398020	9599780	95997800	86398020	19614	0	9580166	0.920263672	18.94386667	15.09	1112.824583	0.999773032	1	0.999795683	0.999886503
RiceS60-1-1	Kneaddata	Rice	Single	90%	60G	172796040	19199974	191996014	172796040	39230	0	19160330	0.920263672	18.94386667	30.26	1682.45795	0.999773021	1	0.999795672	0.999886498
RiceS60-1-2	Kneaddata	Rice	Single	90%	60G	172796040	19199974	191996014	172796040	39280	0	19160280	0.920263672	18.94386667	30.27	1708.600967	0.999772732	1	0.999795412	0.999886353
RiceS60-1-3	Kneaddata	Rice	Single	90%	60G	172796040	19199974	191996014	172796040	39090	0	19160470	0.920263672	18.94386667	30.27	1630.478667	0.999773831	1	0.999796402	0.999886903
RiceS60-1-4	Kneaddata	Rice	Single	90%	60G	172796040	19199974	191996014	172796040	39230	0	19160330	0.920263672	18.94386667	30.27	1604.663733	0.999773021	1	0.999795672	0.999886498
RiceS60-1-5	Kneaddata	Rice	Single	90%	60G	172796040	19199974	191996014	172796040	39506	0	19160054	0.920263672	18.94386667	30.27	1583.551883	0.999771424	1	0.999794235	0.999885699
RiceS10-1-1	Kneaddata	Rice	Single	90%	10G	35999172	3999908	39999080	35999172	8256	0	3991652	0.920263672	18.94386667	6.36	361.1218333	0.999770714	1	0.999793595	0.999885344
RiceS10-1-2	Kneaddata	Rice	Single	90%	10G	35999172	3999908	39999080	35999172	8168	0	3991740	0.920263672	18.94386667	6.36	352.5904833	0.999773157	1	0.999795795	0.999886566
RiceS10-1-3	Kneaddata	Rice	Single	90%	10G	35999172	3999908	39999080	35999172	8006	0	3991902	0.920263672	18.94386667	6.36	351.2522667	0.999777655	1	0.999799845	0.999888815
RiceS10-1-4	Kneaddata	Rice	Single	90%	10G	35999172	3999908	39999080	35999172	8180	0	3991728	0.920263672	18.94386667	6.36	353.2468	0.999772824	1	0.999795495	0.999886399
RiceS10-1-5	Kneaddata	Rice	Single	90%	10G	35999172	3999908	39999080	35999172	8254	0	3991654	0.920263672	18.94386667	6.36	354.2469667	0.99977077	1	0.999793645	0.999885372
RiceM30-3-1	Kraken2	Rice	Multiple	10%	30G	9599780	86398020	95997800	9395418	45302	204362	86352718	0.044677734	0.7615	0.753876953	25.70116667	0.995201425	0.978711804	0.997399274	0.986887739
RiceM30-3-2	Kraken2	Rice	Multiple	10%	30G	9599780	86398020	95997800	9395127	60961	204653	86337059	0.044677734	0.7615	0.772958984	25.92508333	0.993553254	0.978681491	0.997233124	0.986061301
RiceM30-3-3	Kraken2	Rice	Multiple	10%	30G	9599780	86398020	95997800	9394997	27076	204783	86370944	0.044677734	0.7615	0.758203125	26.03968333	0.997126322	0.978667949	0.997584747	0.987810914
RiceM30-3-4	Kraken2	Rice	Multiple	10%	30G	9599780	86398020	95997800	9395208	29675	204572	86368345	0.044677734	0.7615	0.738984375	25.98828333	0.99685142	0.978689928	0.997559871	0.987687193
RiceM30-3-5	Kraken2	Rice	Multiple	10%	30G	9599780	86398020	95997800	9395100	31354	204680	86366666	0.044677734	0.7615	0.751826172	36.22866667	0.996673829	0.978678678	0.997541256	0.987594287
RiceM60-3-1	Kraken2	Rice	Multiple	10%	60G	19199560	172796040	191995600	18790225	90908	109430	99890570	0.044677734	0.7615	0.801367188	72.82048333	0.995185247	0.994209947	0.998314804	0.994697358
RiceM60-3-2	Kraken2	Rice	Multiple	10%	60G	19199560	172796040	191995600	18790641	121766	109761	99890239	0.044677734	0.7615	0.773261719	57.74483333	0.993561581	0.994192663	0.998052962	0.993877022
RiceM60-3-3	Kraken2	Rice	Multiple	10%	60G	19199560	172796040	191995600	18790656	54059	109497	99890503	0.044677734	0.7615	0.753867188	56.27315	0.997131344	0.994206555	0.998623784	0.995666802
RiceM60-3-4	Kraken2	Rice	Multiple	10%	60G	19199560	172796040	191995600	18790794	59322	109363	99890637	0.044677734	0.7615	0.765244141	50.55328333	0.996852964	0.994213646	0.998580691	0.995531555
RiceM60-3-5	Kraken2	Rice	Multiple	10%	60G	19199560	172796040	191995600	18790019	62439	109314	99890686	0.044677734	0.7615	0.844882813	50.62306667	0.996688018	0.994215986	0.998554906	0.995450468
RiceM10-3-1	Kraken2	Rice	Multiple	10%	10G	3999908	35999172	39999080	3914418	19024	85490	35980148	0.044677734	0.7615	0.741376953	11.90076667	0.995163523	0.978627008	0.99738709	0.986825994
RiceM10-3-2	Kraken2	Rice	Multiple	10%	10G	3999908	35999172	39999080	3915286	25536	22618	18976791	0.044677734	0.7615	0.743291016	12.8203	0.993520134	0.994256335	0.997900893	0.993888098
RiceM10-3-3	Kraken2	Rice	Multiple	10%	10G	3999908	35999172	39999080	3914268	11236	85640	35987936	0.044677734	0.7615	0.741367188	11.92588333	0.997137692	0.978589508	0.997578044	0.987776535
RiceM10-3-4	Kraken2	Rice	Multiple	10%	10G	3999908	35999172	39999080	3914512	12219	85396	35986953	0.044677734	0.7615	0.736220703	12.442	0.996888251	0.978650509	0.997559569	0.987685197
RiceM10-3-5	Kraken2	Rice	Multiple	10%	10G	3999908	35999172	39999080	3914846	13077	85062	35986095	0.044677734	0.7615	0.741748047	12.74181667	0.99667076	0.978734011	0.997546469	0.987620952
RiceM30-2-1	Kraken2	Rice	Multiple	50%	30G	47998900	47998900	95997800	47988330	644	10570	47998256	0.044677734	0.7615	0.767734375	27.93488333	0.99998658	0.999779787	0.999883185	0.999883173
RiceM30-2-2	Kraken2	Rice	Multiple	50%	30G	47998900	47998900	95997800	46973897	25293	1025003	47973607	0.044677734	0.7615	0.763144531	27.6839	0.999461842	0.978645281	0.989059166	0.98894403
RiceM30-2-3	Kraken2	Rice	Multiple	50%	30G	47998900	47998900	95997800	46975423	34006	1023477	47964894	0.044677734	0.7615	0.765107422	27.93325	0.999276613	0.978677074	0.9889843	0.988869576
RiceM30-2-4	Kraken2	Rice	Multiple	50%	30G	47998900	47998900	95997800	46974963	15066	1023937	47983834	0.044677734	0.7615	0.770292969	27.8149	0.999679379	0.97866749	0.989176804	0.989061852
RiceM30-2-5	Kraken2	Rice	Multiple	50%	30G	47998900	47998900	95997800	46976182	16462	1022718	47982438	0.044677734	0.7615	0.773125	27.75073333	0.99964969	0.978692887	0.98917496	0.989060289
RiceM60-2-1	Kraken2	Rice	Multiple	50%	60G	95997800	95997800	191995600	93950013	50418	2047787	95947382	0.044677734	0.7615	0.779882813	55.83168333	0.999463641	0.978668397	0.989071599	0.988956713
RiceM60-2-2	Kraken2	Rice	Multiple	50%	60G	95997800	95997800	191995600	93949568	67439	2048232	95930361	0.044677734	0.7615	0.784619141	55.26985	0.999282694	0.978663761	0.988980628	0.988865757
RiceM60-2-3	Kraken2	Rice	Multiple	50%	60G	95997800	95997800	191995600	93950494	29944	2047306	95967856	0.044677734	0.7615	0.776367188	55.24371667	0.999681381	0.978673407	0.989180742	0.989065853
RiceM60-2-4	Kraken2	Rice	Multiple	50%	60G	95997800	95997800	191995600	93951993	32947	2045807	95964853	0.044677734	0.7615	0.7703125	55.22626667	0.999649444	0.978689022	0.989172908	0.989058195
RiceM60-2-5	Kraken2	Rice	Multiple	50%	60G	95997800	95997800	191995600	93951173	34787	2046627	95963013	0.044677734	0.7615	0.779960938	55.26261667	0.99962987	0.97868048	0.989159054	0.989044253
RiceM10-2-1	Kraken2	Rice	Multiple	50%	10G	19999544	19999544	39999088	19573272	10574	426272	19988970	0.044677734	0.7615	0.749960938	13.05438333	0.999460065	0.978685914	0.989078601	0.988963906
RiceM10-2-2	Kraken2	Rice	Multiple	50%	10G	19999544	19999544	39999088	19573774	14163	425770	19985381	0.044677734	0.7615	0.764414063	13.42515	0.999276953	0.978711015	0.989001424	0.988887068
RiceM10-2-3	Kraken2	Rice	Multiple	50%	10G	19999544	19885254	39884798	19573709	6265	425835	19993279	0.044677734	0.7615	0.7465625	13.51718333	0.99968003	0.978707765	0.989197254	0.989082737
RiceM10-2-4	Kraken2	Rice	Multiple	50%	10G	19999544	19999544	39999088	19573758	6867	425786	19992677	0.044677734	0.7615	0.746318359	13.5625	0.999649296	0.978710215	0.989183428	0.989068945
RiceM10-2-5	Kraken2	Rice	Multiple	50%	10G	19999544	19999544	39999088	19572933	7269	426611	19992275	0.044677734	0.7615	0.753212891	11.49046667	0.999628758	0.978668964	0.989152753	0.989037828
RiceM30-1-1	Kraken2	Rice	Multiple	90%	30G	86398020	9599780	95997800	84555281	5127	1842739	9594653	0.044677734	0.7615	0.746074219	32.33658333	0.999939369	0.978671514	0.980750955	0.989191138
RiceM30-1-2	Kraken2	Rice	Multiple	90%	30G	86398020	9599780	95997800	84554708	6792	1843312	9592988	0.044677734	0.7615	0.765869141	31.94808333	0.99991968	0.978664881	0.980727642	0.989178117
RiceM30-1-3	Kraken2	Rice	Multiple	90%	30G	86398020	9599780	95997800	84555654	3055	1842366	9596725	0.044677734	0.7615	0.759628906	34.39683333	0.999963871	0.978675831	0.980776424	0.989205333
RiceM30-1-4	Kraken2	Rice	Multiple	90%	30G	86398020	9599780	95997800	84557088	3273	1840932	9596507	0.044677734	0.7615	0.764677734	29.34086667	0.999961294	0.978692428	0.980789091	0.98921255
RiceM30-1-5	Kraken2	Rice	Multiple	90%	30G	86398020	9599780	95997800	84555423	3479	1842597	9596301	0.044677734	0.7615	0.769550781	29.33048333	0.999958857	0.978673157	0.980769601	0.989201514
RiceM60-1-1	Kraken2	Rice	Multiple	90%	60G	172796040	19199560	191995600	99989810	10190	3684098	19189370	0.044677734	0.7615	0.761542969	84.01211667	0.9998981	0.964464559	0.969934209	0.981861751
RiceM60-1-2	Kraken2	Rice	Multiple	90%	60G	172796040	19199560	191995600	99986400	13600	3684189	19185960	0.044677734	0.7615	0.768349609	70.72251667	0.999864	0.964462544	0.969904903	0.981844266
RiceM60-1-3	Kraken2	Rice	Multiple	90%	60G	172796040	19199560	191995600	99993979	6021	3684305	19193539	0.044677734	0.7615	0.759853516	69.63851667	0.99993979	0.964464063	0.969967523	0.981881593
RiceM60-1-4	Kraken2	Rice	Multiple	90%	60G	172796040	19199560	191995600	99993437	6563	3680023	19192997	0.044677734	0.7615	0.769931641	68.1411	0.99993437	0.964503712	0.969996782	0.981899527
RiceM60-1-5	Kraken2	Rice	Multiple	90%	60G	172796040	19199560	191995600	99993023	6977	3682175	19192583	0.044677734	0.7615	0.752304688	47.06823333	0.99993023	0.96448355	0.969976323	0.981887083
RiceM10-1-1	Kraken2	Rice	Multiple	90%	10G	35999172	3999908	19999540	35231103	2078	768069	3997830	0.044677734	0.7615	0.742792969	13.3867	0.999941022	0.978664259	0.980745882	0.989188241
RiceM10-1-2	Kraken2	Rice	Multiple	90%	10G	35999172	3999908	19999540	35232098	2745	767074	3997163	0.044677734	0.7615	0.759541016	13.44685	0.999922094	0.978691899	0.980754082	0.989193098
RiceM10-1-3	Kraken2	Rice	Multiple	90%	10G	35999172	3999908	19999540	35231361	1253	767811	3998655	0.044677734	0.7615	0.765507813	12.52068333	0.999964436	0.978671426	0.980772958	0.989203359
RiceM10-1-4	Kraken2	Rice	Multiple	90%	10G	35999172	3999908	19999540	35232294	1353	766878	3998555	0.044677734	0.7615	0.753037109	13.12598333	0.999961599	0.978697343	0.980793783	0.98921521
RiceM10-1-5	Kraken2	Rice	Multiple	90%	10G	35999172	3999908	19999540	35232103	1432	767069	3998476	0.044677734	0.7615	0.753066406	13.6429	0.999959357	0.978692038	0.980787033	0.989211403
RiceS30-3-1	Kraken2	Rice	Single	10%	30G	9599780	86398020	95997800	9395418	50259	204362	86347761	0.044677734	0.7615	0.746220703	17.37671667	0.994679153	0.978711804	0.997347637	0.98663088
RiceS30-3-2	Kraken2	Rice	Single	10%	30G	9599780	86398020	95997800	9395127	50816	204653	86347204	0.044677734	0.7615	0.733125	18.97905	0.994620336	0.978681491	0.997338804	0.986586542
RiceS30-3-3	Kraken2	Rice	Single	10%	30G	9599780	86398020	95997800	9394997	50493	204783	86347527	0.044677734	0.7615	0.743789063	16.78598333	0.994654274	0.978667949	0.997340814	0.986596357
RiceS30-3-4	Kraken2	Rice	Single	10%	30G	9599780	86398020	95997800	9395208	50823	204572	86347197	0.044677734	0.7615	0.758642578	16.8007	0.994619645	0.978689928	0.997339574	0.98659049
RiceS30-3-5	Kraken2	Rice	Single	10%	30G	9599780	86398020	95997800	9395100	50926	204680	86347094	0.044677734	0.7615	0.754863281	16.7826	0.994608738	0.978678678	0.997337376	0.986579408
RiceS60-3-1	Kraken2	Rice	Single	10%	60G	19199560	172796040	191995600	18790225	100636	109430	99890570	0.044677734	0.7615	0.748671875	62.13508333	0.994672768	0.994209947	0.998233119	0.994441304
RiceS60-3-2	Kraken2	Rice	Single	10%	60G	19199560	172796040	191995600	18790641	101101	109761	99890239	0.044677734	0.7615	0.750097656	61.81601667	0.994648402	0.994192663	0.998226437	0.994420481
RiceS60-3-3	Kraken2	Rice	Single	10%	60G	19199560	172796040	191995600	18790656	101025	109497	99890503	0.044677734	0.7615	0.764609375	61.69216667	0.994652408	0.994206555	0.998229296	0.994429432
RiceS60-3-4	Kraken2	Rice	Single	10%	60G	19199560	172796040	191995600	18790794	101358	109363	99890637	0.044677734	0.7615	0.755664063	61.02785	0.994634915	0.994213646	0.998227629	0.994424236
RiceS60-3-5	Kraken2	Rice	Single	10%	60G	19199560	172796040	191995600	18790019	101399	109314	99890686	0.044677734	0.7615	0.760537109	61.58576667	0.994632536	0.994215986	0.998227685	0.994424218
RiceS10-3-1	Kraken2	Rice	Single	10%	10G	3999908	35999172	39999080	3914418	20847	85490	35978325	0.044677734	0.7615	0.754355469	7.104283333	0.994702517	0.978627008	0.997341514	0.986599284
RiceS10-3-2	Kraken2	Rice	Single	10%	10G	3999908	35999172	39999080	3915286	21096	84622	35978076	0.044677734	0.7615	0.75265625	7.110066667	0.994640764	0.978844013	0.997356989	0.986679166
RiceS10-3-3	Kraken2	Rice	Single	10%	10G	3999908	35999172	39999080	3914268	20872	85640	35978300	0.044677734	0.7615	0.749238281	7.1799	0.994695996	0.978589508	0.997337139	0.986577019
